date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20251204,0,PM2.5,34,38,32,30,25,42,27,27,32,35,27,32,17,25,14,17,26,13,17,17,14,19,20,33,29,43,40,50,34,43,31,23,27,30,28
20251204,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,0,PM10,71,70,64,70,62,77,66,56,83,79,69,80,35,45,32,46,53,23,25,39,29,43,40,67,58,85,82,88,82,81,65,47,51,87,57
20251204,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,0,AQI,61,60,57,60,56,64,58,53,67,65,60,65,35,45,32,46,52,23,25,39,29,43,40,59,54,68,66,69,66,66,58,47,51,69,54
20251204,1,PM2.5,34,45,26,33,25,36,22,27,32,31,26,28,17,24,17,20,22,12,19,17,14,22,20,31,27,54,46,46,37,48,34,20,21,32,25
20251204,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,1,PM10,70,77,54,79,62,69,53,53,84,71,56,65,35,43,31,51,46,22,27,42,31,44,40,61,54,102,89,82,91,94,72,41,42,102,51
20251204,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,1,AQI,60,64,52,65,56,60,52,52,67,61,53,58,35,43,31,51,46,22,28,42,31,44,40,56,52,76,70,66,71,72,61,41,42,76,51
20251204,2,PM2.5,28,45,22,33,24,29,,25,29,27,33,30,17,24,15,16,20,11,21,16,13,22,22,35,25,52,47,46,41,48,37,18,18,30,22
20251204,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,2,PM10,59,76,46,77,57,55,,45,74,61,57,71,33,41,33,43,41,22,27,38,30,42,44,57,51,99,100,83,95,91,90,36,40,104,49
20251204,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,2,AQI,55,63,46,64,54,53,,45,62,56,54,61,33,41,33,43,41,22,30,38,30,42,44,54,51,75,75,67,73,71,70,36,40,77,49
20251204,3,PM2.5,27,31,25,23,24,28,23,24,28,24,29,24,18,24,16,5,16,11,22,16,12,22,22,26,20,49,46,46,42,47,42,16,17,31,20
20251204,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,3,PM10,58,54,56,57,57,55,53,42,73,54,58,54,33,41,34,20,32,23,27,36,27,40,47,51,40,90,100,84,95,90,89,33,41,108,42
20251204,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,3,AQI,54,52,53,54,54,53,52,42,62,52,54,52,33,41,34,20,32,23,32,36,27,40,47,51,40,70,75,67,73,70,70,33,41,79,42
20251204,4,PM2.5,29,25,25,24,26,31,24,24,26,22,25,24,18,23,17,3,4,12,22,18,12,23,18,24,22,46,42,44,41,47,47,17,17,29,19
20251204,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,4,PM10,60,47,54,58,60,60,55,41,68,50,55,55,34,40,35,13,12,24,26,41,27,39,40,46,45,83,87,81,92,91,93,35,42,93,38
20251204,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,4,AQI,55,47,52,54,55,55,53,41,59,50,53,53,34,40,35,21,19,24,32,41,27,39,40,46,45,67,69,66,71,71,72,35,42,72,38
20251204,5,PM2.5,29,24,25,24,28,32,25,24,26,18,26,25,19,21,13,2,3,14,25,20,13,25,17,17,21,41,39,36,40,,48,19,17,22,17
20251204,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,5,PM10,61,43,53,57,65,62,55,41,68,44,60,58,35,39,28,10,9,28,30,43,29,41,41,38,42,75,84,70,89,,97,39,44,68,35
20251204,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,5,AQI,56,43,52,54,58,56,53,41,59,44,55,54,35,39,28,21,20,28,36,43,29,41,41,38,42,63,67,60,70,,74,39,44,59,35
20251204,6,PM2.5,16,24,15,17,27,29,21,16,26,9,21,16,13,21,8,2,3,12,19,22,14,30,20,16,18,32,33,13,24,20,44,14,13,15,16
20251204,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,6,PM10,37,44,34,41,66,58,46,29,69,33,48,37,26,40,19,9,8,24,25,47,32,49,47,36,36,60,67,31,55,45,92,32,43,46,30
20251204,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,6,AQI,37,44,34,41,58,54,46,29,60,33,48,37,26,40,19,21,20,24,28,47,32,49,47,36,36,55,59,31,53,45,71,32,43,46,30
20251204,7,PM2.5,8,15,8,8,13,26,14,4,15,4,5,3,5,6,5,3,4,13,7,23,14,30,23,16,14,28,28,8,9,14,29,3,3,9,10
20251204,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,7,PM10,24,29,20,23,33,54,36,9,43,14,22,12,14,16,12,11,9,26,11,50,31,48,49,36,30,58,59,21,24,33,92,11,12,39,20
20251204,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,7,AQI,24,29,20,23,33,52,36,16,43,21,22,18,18,16,12,20,19,26,19,50,31,48,49,36,30,54,55,21,24,33,71,19,20,39,20
20251204,8,PM2.5,6,15,,5,6,5,10,3,4,2,4,4,5,3,3,3,4,14,3,19,12,17,11,13,12,23,21,6,6,6,30,2,2,4,6
20251204,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,8,PM10,21,32,,16,20,17,28,7,15,8,19,11,13,11,9,11,10,30,6,46,29,30,27,31,27,48,51,17,18,17,79,7,9,16,13
20251204,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,8,AQI,21,32,,16,20,17,29,16,15,21,19,15,18,20,13,20,18,30,21,46,29,30,27,31,27,48,51,17,18,17,65,19,20,20,20
20251204,9,PM2.5,5,7,5,5,5,3,4,3,4,6,5,4,6,5,6,5,6,4,3,5,4,9,6,14,13,13,12,4,4,4,27,2,2,3,4
20251204,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,9,PM10,19,17,17,19,16,13,16,7,14,12,14,11,12,15,12,16,15,12,5,16,12,16,17,34,27,31,30,12,13,15,72,7,7,13,9
20251204,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251204,9,AQI,19,17,17,19,16,17,16,17,15,19,15,16,18,18,12,19,18,17,20,16,19,16,17,34,27,31,30,14,16,16,61,19,20,20,20
20251204,10,PM2.5,4,4,3,,4,2,2,2,3,3,4,3,6,5,5,3,4,3,2,3,2,5,2,3,2,6,6,3,3,4,6,2,2,3,3
20251204,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
