date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20251203,0,PM2.5,8,3,13,8,4,6,16,4,18,16,13,11,4,4,4,3,4,7,9,13,4,3,3,6,3,10,6,16,13,16,11,5,3,26,16
20251203,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,0,PM10,21,16,41,36,18,18,31,11,21,54,42,41,16,16,13,12,11,13,10,41,11,9,11,15,9,16,20,46,46,45,28,23,23,89,30
20251203,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,0,AQI,21,16,41,36,18,18,31,12,30,52,42,41,18,19,13,21,20,17,18,41,13,19,18,15,17,16,20,46,46,45,28,23,23,70,30
20251203,1,PM2.5,14,9,23,9,6,16,20,5,20,16,15,14,4,4,4,2,4,6,8,5,4,3,3,9,3,14,11,20,13,17,11,6,3,23,18
20251203,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,1,PM10,31,34,40,41,27,36,38,15,26,52,48,44,15,15,11,8,9,12,10,17,11,9,11,17,11,36,39,51,45,46,34,24,20,70,33
20251203,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,1,AQI,31,34,40,41,27,36,38,15,29,51,48,44,18,20,15,21,20,15,17,18,12,19,18,17,13,36,39,51,45,46,34,24,20,60,33
20251203,2,PM2.5,15,12,8,12,2,11,4,4,16,17,15,14,3,3,2,1,3,6,7,4,3,3,3,7,3,17,14,15,13,17,13,4,3,22,19
20251203,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,2,PM10,30,35,21,43,14,32,15,11,24,54,46,39,12,12,9,6,7,11,10,14,9,10,13,16,11,40,42,43,44,45,49,18,22,67,38
20251203,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,2,AQI,30,35,21,43,19,32,18,17,24,52,46,39,16,40,11,21,20,16,19,17,15,19,16,16,11,40,42,43,44,45,49,18,22,59,38
20251203,3,PM2.5,4,5,3,8,1,2,3,3,11,15,11,8,2,2,2,1,3,3,5,3,2,2,1,6,3,9,11,8,10,14,13,4,3,24,21
20251203,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,3,PM10,14,18,10,26,10,9,13,9,19,50,32,22,10,9,7,7,8,6,7,10,6,8,8,16,13,17,30,27,34,38,45,15,20,68,40
20251203,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,3,AQI,19,18,19,26,20,21,17,17,19,50,63,22,17,20,15,21,20,19,20,12,17,20,18,16,13,17,30,27,34,38,45,17,23,59,40
20251203,4,PM2.5,2,2,3,2,1,2,2,2,6,14,7,5,2,2,2,1,3,1,5,2,1,2,2,6,3,4,7,12,10,7,14,3,2,27,21
20251203,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,4,PM10,11,8,7,10,9,6,10,7,11,51,21,14,8,7,8,8,8,4,6,8,4,5,6,14,11,11,19,37,31,22,41,13,20,96,38
20251203,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,4,AQI,20,20,18,20,20,20,18,15,15,51,21,14,15,20,8,20,18,20,19,15,20,20,18,14,11,15,19,37,31,22,41,16,20,73,38
20251203,5,PM2.5,2,1,2,2,1,2,2,2,4,12,6,4,2,2,2,1,2,1,4,1,1,2,2,4,2,3,3,6,7,4,14,3,2,28,18
20251203,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,5,PM10,11,8,7,9,10,7,11,6,9,56,19,11,10,8,8,8,8,4,5,4,3,4,4,10,8,9,10,20,26,13,34,13,15,93,31
20251203,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,5,AQI,20,21,19,20,20,20,18,16,16,53,19,16,19,21,10,21,19,20,19,17,20,20,19,15,14,17,17,20,26,15,34,18,15,72,31
20251203,6,PM2.5,3,1,2,2,1,2,2,2,4,15,5,4,2,2,2,2,2,1,3,1,2,2,2,5,2,3,3,4,8,2,12,3,2,29,17
20251203,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,6,PM10,12,8,7,10,9,7,12,6,9,62,14,11,10,9,8,10,10,4,5,7,6,4,5,10,7,12,12,15,28,10,40,13,13,83,28
20251203,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,6,AQI,19,19,19,18,19,20,18,17,17,56,15,17,19,20,10,20,19,20,20,18,19,20,18,14,14,16,17,15,28,18,40,19,15,67,28
20251203,7,PM2.5,3,2,3,3,2,5,4,2,4,11,5,4,3,5,2,2,2,3,4,2,2,2,1,3,1,4,3,13,7,3,10,3,2,32,17
20251203,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,7,PM10,12,9,9,13,10,8,16,6,9,44,14,11,12,11,9,11,11,7,6,8,8,8,6,7,6,13,9,42,24,11,30,13,14,88,28
20251203,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,7,AQI,18,16,18,17,17,18,16,17,17,44,17,18,19,16,11,20,19,17,19,16,18,19,19,18,18,14,16,42,24,16,30,19,19,69,28
20251203,8,PM2.5,4,3,4,4,3,2,9,3,4,16,5,4,4,6,2,3,4,5,8,2,2,3,1,4,2,5,4,20,7,3,20,2,3,33,16
20251203,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,8,PM10,14,19,15,17,16,9,33,7,9,68,17,12,14,22,10,12,15,11,12,13,8,12,8,11,9,19,14,57,27,14,36,13,25,97,27
20251203,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,8,AQI,16,19,15,17,16,16,33,17,17,59,17,16,17,22,13,20,16,14,15,14,17,17,18,17,17,19,15,54,27,16,36,19,25,74,27
20251203,9,PM2.5,5,3,5,4,4,2,4,3,5,16,21,4,8,8,3,8,8,5,10,2,2,4,2,4,2,5,17,25,9,5,24,2,2,31,23
20251203,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,9,PM10,15,17,18,19,23,16,15,10,12,63,,14,22,28,12,23,27,15,17,14,8,14,11,11,11,19,,69,41,21,52,20,16,88,37
20251203,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,9,AQI,17,17,18,19,23,16,15,16,16,57,30,16,22,28,16,23,27,15,17,16,18,17,18,18,18,19,25,60,41,21,51,20,17,69,37
20251203,10,PM2.5,6,4,6,4,4,2,4,3,7,21,19,4,6,7,3,7,8,6,8,2,2,3,2,4,2,5,4,23,6,4,6,2,2,25,18
20251203,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,10,PM10,17,15,18,21,14,17,16,10,14,76,21,16,19,24,10,34,24,16,19,11,7,10,10,15,9,19,16,61,27,18,47,19,15,69,33
20251203,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,10,AQI,17,17,18,21,17,17,17,18,16,63,28,18,19,24,18,34,24,16,19,18,19,19,19,18,18,19,17,56,27,18,47,19,20,60,33
20251203,11,PM2.5,6,7,11,9,,4,5,3,27,19,16,12,5,5,4,5,7,5,10,1,2,2,1,5,2,5,5,23,14,7,6,4,2,22,14
20251203,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,11,PM10,18,27,27,36,17,17,18,10,46,60,35,34,17,20,12,35,19,17,26,7,6,6,6,24,10,18,20,57,47,28,14,28,18,60,26
20251203,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,11,AQI,18,27,27,36,17,17,18,18,46,55,35,34,20,20,12,35,19,17,26,20,20,20,21,24,18,18,20,54,47,28,15,28,20,55,26
20251203,12,PM2.5,12,11,21,12,12,12,17,9,20,15,15,13,6,5,3,3,5,4,11,1,2,2,1,6,2,6,6,21,21,18,5,8,2,21,15
20251203,12,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,12,PM10,29,30,45,35,33,25,39,31,37,45,43,37,18,21,12,26,14,14,24,6,6,7,7,20,10,21,25,51,62,53,21,46,18,58,29
20251203,12,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251203,12,AQI,29,30,45,35,33,25,39,31,37,45,43,37,20,21,12,26,19,18,24,20,20,20,20,20,19,21,25,51,56,52,21,46,20,54,29
20251203,13,PM2.5,13,16,18,17,11,22,15,9,18,19,17,14,8,5,3,3,4,5,9,1,3,2,1,9,3,16,12,16,19,18,8,7,5,19,18
20251203,13,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
