date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20251116,0,PM2.5,87,94,63,99,62,97,51,51,85,64,62,57,32,25,16,17,14,32,35,36,26,23,28,54,41,87,87,101,104,108,71,32,39,66,55
20251116,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,0,PM10,160,146,121,164,109,167,101,102,160,146,124,121,76,71,59,67,57,69,68,86,66,59,63,136,96,181,178,181,208,200,174,75,95,168,100
20251116,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,0,AQI,115,124,86,130,84,128,76,76,113,98,87,86,63,61,55,59,54,60,59,68,58,55,57,93,73,116,115,133,137,142,112,63,73,109,75
20251116,1,PM2.5,44,51,29,47,39,48,34,27,47,28,46,38,15,12,10,12,11,33,30,17,14,36,45,43,33,76,79,78,86,90,77,18,25,47,43
20251116,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,1,PM10,92,91,68,90,77,94,76,64,96,74,100,87,57,53,46,51,47,72,62,58,50,82,91,111,81,160,157,142,171,165,165,58,69,126,84
20251116,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,1,AQI,71,71,59,70,64,72,63,57,73,62,75,69,54,52,46,51,47,61,56,54,50,66,71,81,66,105,105,104,114,119,108,54,60,88,67
20251116,2,PM2.5,13,14,11,14,13,14,12,10,14,13,11,11,12,9,9,14,13,29,24,9,8,32,28,19,19,36,34,18,22,31,81,10,11,19,15
20251116,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,2,PM10,46,44,40,45,39,46,44,37,45,55,42,40,45,41,40,53,47,65,55,45,37,77,66,67,57,86,79,51,63,74,177,46,46,68,47
20251116,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,2,AQI,46,44,40,45,39,46,44,37,45,53,42,40,45,41,40,52,47,58,53,45,37,64,58,59,54,68,65,51,57,62,114,46,46,59,47
20251116,3,PM2.5,8,7,8,9,8,6,7,7,9,9,8,7,9,9,7,7,7,10,7,6,5,7,8,10,10,14,14,8,10,10,23,8,8,8,12
20251116,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,3,PM10,35,34,38,39,36,31,36,29,35,43,40,32,43,45,33,30,28,33,26,28,23,33,35,50,41,47,49,35,41,39,158,41,50,46,44
20251116,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,3,AQI,35,34,38,39,36,31,36,29,35,43,40,32,43,45,33,30,28,33,26,28,23,33,35,50,41,47,49,35,41,39,104,41,50,46,44
20251116,4,PM2.5,5,5,6,5,5,2,4,4,6,6,5,5,6,5,4,6,6,5,4,3,3,4,5,5,4,6,7,6,6,6,8,5,5,6,7
20251116,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,4,PM10,34,35,37,32,30,27,25,22,37,38,33,26,25,25,18,25,24,20,17,17,15,22,24,33,19,29,37,32,42,41,95,31,40,45,32
20251116,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,4,AQI,34,35,37,32,30,27,25,22,37,38,33,26,25,25,18,25,24,20,21,19,20,22,24,33,19,29,37,32,42,41,73,31,40,45,32
20251116,5,PM2.5,3,3,3,3,3,2,3,3,4,4,4,3,4,3,4,3,3,3,3,3,2,3,3,3,2,4,5,4,4,3,5,3,4,4,4
20251116,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,5,PM10,21,19,19,20,15,15,25,22,27,32,35,27,18,18,19,15,16,12,11,17,14,19,18,23,16,21,25,30,26,24,93,22,26,33,22
20251116,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,5,AQI,21,20,19,20,17,19,25,22,27,32,35,27,18,19,19,20,18,20,21,19,20,19,18,23,19,21,25,30,26,24,72,22,26,33,22
20251116,6,PM2.5,2,2,2,2,3,2,3,2,4,5,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,2,3,4,3
20251116,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,6,PM10,17,15,14,16,13,11,27,11,34,65,23,28,16,16,15,11,11,10,9,13,10,16,12,15,11,17,21,20,17,15,67,13,15,54,19
20251116,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,6,AQI,19,20,19,21,17,19,27,17,34,58,23,28,16,18,19,20,18,19,20,19,19,20,17,19,19,17,21,20,20,19,59,18,18,52,19
20251116,7,PM2.5,2,3,4,2,3,2,1,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,4,2
20251116,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,7,PM10,21,21,30,26,22,11,14,9,43,25,12,11,15,15,13,12,11,9,8,12,9,11,12,15,10,15,17,21,16,18,47,12,14,72,12
20251116,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,7,AQI,21,21,30,26,22,19,16,16,43,25,15,20,15,17,17,19,17,17,20,18,18,19,17,18,19,15,17,21,19,19,47,17,17,61,18
20251116,8,PM2.5,2,3,2,2,2,1,1,2,2,1,2,1,3,3,2,2,2,2,1,3,2,2,2,2,1,3,3,3,3,2,2,2,2,3,2
20251116,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,8,PM10,19,39,13,17,10,16,13,12,13,13,14,11,18,17,13,17,14,9,8,16,10,15,15,14,10,20,27,32,25,24,34,12,15,33,14
20251116,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,8,AQI,19,39,17,19,16,18,15,16,15,17,14,19,18,17,17,18,16,17,19,16,17,19,16,18,17,20,27,32,25,24,34,16,17,33,17
20251116,9,PM2.5,2,2,2,2,2,2,1,2,2,2,2,2,4,3,2,3,3,2,2,2,2,2,2,2,1,3,3,2,3,2,2,2,2,2,3
20251116,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,9,PM10,17,14,13,14,11,11,13,12,15,14,16,12,21,22,15,19,15,11,9,17,11,15,12,14,13,18,20,23,25,24,41,14,19,25,17
20251116,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251116,9,AQI,17,17,16,18,15,17,15,15,15,16,16,19,21,22,17,19,16,17,18,17,17,19,16,17,17,18,20,23,25,24,41,16,19,25,17
20251116,10,PM2.5,2,2,2,2,2,2,2,2,3,2,2,2,5,4,2,2,3,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,3,3,3
20251116,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
