date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20251113,0,PM2.5,5,4,4,3,4,2,3,2,3,3,2,2,4,2,2,4,4,2,2,4,8,2,3,2,2,2,3,3,4,4,4,2,2,2,2
20251113,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,0,PM10,13,9,9,8,9,12,8,5,7,6,7,5,8,6,5,10,10,4,4,11,13,6,6,6,4,9,9,9,10,12,25,5,5,9,5
20251113,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,0,AQI,16,13,17,20,20,16,16,18,19,21,19,22,16,21,19,15,18,20,21,20,15,18,19,20,19,16,17,18,17,17,25,20,21,18,19
20251113,1,PM2.5,6,4,4,3,4,2,4,2,3,3,2,2,4,3,2,4,5,2,2,4,4,5,3,3,2,2,3,2,4,4,3,2,2,2,2
20251113,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,1,PM10,16,8,10,9,10,12,10,6,7,7,6,5,8,6,5,10,11,3,4,11,8,12,8,6,4,8,8,7,11,14,22,5,6,8,5
20251113,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,1,AQI,17,9,14,17,20,18,25,14,15,20,18,18,17,18,20,16,12,20,20,20,14,16,16,19,17,15,17,16,20,14,22,19,20,18,19
20251113,2,PM2.5,5,4,4,4,4,2,4,3,3,3,3,3,3,3,3,7,5,2,1,4,3,6,5,2,1,2,3,3,4,4,3,2,2,2,2
20251113,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,2,PM10,12,10,10,10,9,11,11,6,9,6,10,7,7,7,6,14,12,3,3,11,6,16,11,5,4,6,7,8,11,15,15,5,6,7,4
20251113,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,2,AQI,14,13,15,17,19,20,30,11,30,18,29,20,16,14,18,15,15,20,20,20,14,16,11,18,17,17,19,12,26,25,16,18,17,15,17
20251113,3,PM2.5,4,4,4,4,3,1,4,3,4,3,3,3,5,3,3,8,7,2,1,5,4,6,5,2,1,2,2,3,4,5,2,2,2,2,2
20251113,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,3,PM10,11,8,10,9,7,9,11,7,9,7,9,9,10,6,6,16,16,3,3,12,8,17,11,4,3,5,6,11,12,17,12,6,6,10,4
20251113,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,3,AQI,15,13,17,20,21,19,34,21,21,16,22,30,14,11,15,16,16,18,21,23,11,17,12,20,19,17,18,24,29,37,18,13,17,19,17
20251113,4,PM2.5,4,4,4,4,3,1,5,3,4,3,3,3,4,3,4,8,7,3,2,4,4,6,6,2,1,3,3,5,4,4,2,3,3,2,2
20251113,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,4,PM10,10,8,11,9,7,8,11,6,11,7,11,8,9,7,6,17,15,6,4,13,9,16,14,4,3,8,9,14,12,13,14,8,9,11,4
20251113,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,4,AQI,14,11,18,18,17,19,34,23,28,15,32,24,12,11,15,17,20,17,18,22,24,20,14,18,16,20,14,34,31,35,15,16,11,22,16
20251113,5,PM2.5,4,4,4,4,3,1,5,3,4,4,4,3,4,4,4,8,7,3,2,4,4,5,13,2,2,3,4,4,4,4,2,3,4,3,1
20251113,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,5,PM10,11,8,10,9,7,8,11,6,10,12,11,7,8,7,8,16,16,6,5,12,7,12,23,5,4,10,11,11,11,13,14,10,13,15,4
20251113,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,5,AQI,15,14,23,22,18,16,33,24,26,29,32,23,14,12,15,16,16,16,15,21,10,18,23,15,15,23,16,30,28,30,21,30,18,32,16
20251113,6,PM2.5,4,4,4,5,3,1,5,3,4,4,4,3,4,4,5,8,11,6,5,7,5,4,12,3,2,3,4,4,4,4,3,3,4,6,2
20251113,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,6,PM10,11,9,10,12,7,8,13,6,11,11,11,7,9,8,9,18,22,10,9,16,9,9,22,7,5,9,9,13,10,13,16,10,13,37,5
20251113,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,6,AQI,14,19,29,29,17,14,32,23,28,28,34,30,13,16,14,18,22,17,11,21,13,12,22,12,11,20,15,30,24,30,26,24,20,39,15
20251113,7,PM2.5,5,5,4,6,4,1,5,3,5,4,5,3,5,5,5,9,9,5,3,9,4,5,9,3,2,4,4,4,4,4,3,3,4,9,3
20251113,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,7,PM10,13,11,12,14,8,9,14,8,13,11,15,8,11,10,10,21,20,9,6,21,7,13,18,7,6,10,10,15,10,16,19,13,16,57,9
20251113,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,7,AQI,20,18,28,28,19,16,31,22,29,25,35,31,13,16,15,21,20,21,14,21,10,13,18,12,15,23,15,32,24,29,29,24,22,54,11
20251113,8,PM2.5,6,7,5,6,5,3,6,4,6,5,7,4,6,5,6,10,9,5,5,9,15,9,18,5,3,4,4,5,5,4,3,4,13,10,8
20251113,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,8,PM10,17,16,16,13,11,12,19,10,17,14,23,11,14,11,11,23,23,11,10,25,26,22,33,11,9,12,13,17,12,17,15,17,33,63,23
20251113,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251113,8,AQI,18,18,24,21,21,15,30,20,28,23,34,38,14,16,15,23,23,17,11,25,26,22,33,15,16,20,15,29,29,26,29,24,33,57,23
20251113,9,PM2.5,6,9,6,6,5,3,6,6,8,5,6,5,6,5,5,12,16,11,6,9,6,9,15,6,4,5,5,5,6,6,7,7,7,8,9
20251113,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
